,ncbi,organism,pubmed
830,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000182585.2_ASM18258v2,bpr,
831,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000439695.1_ASM43969v1,bpse,http://www.ncbi.nlm.nih.gov/pubmed/23969058
832,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000520895.1_ASM52089v1,bpsm,http://www.ncbi.nlm.nih.gov/pubmed/25931592
833,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000521645.1_ASM52164v1,bpsu,http://www.ncbi.nlm.nih.gov/pubmed/25931592
834,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000583835.1_ASM58383v1,bpsd,http://www.ncbi.nlm.nih.gov/pubmed/25931592
835,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000260515.1_ASM26051v1,bpz,http://www.ncbi.nlm.nih.gov/pubmed/22615773
837,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000494855.1_ASM49485v1,bpk,http://www.ncbi.nlm.nih.gov/pubmed/25931592
838,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000755925.1_ASM75592v1,bpsh,http://www.ncbi.nlm.nih.gov/pubmed/25414490
839,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000764575.1_ASM76457v1,bpsa,http://www.ncbi.nlm.nih.gov/pubmed/25931592
840,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000770535.1_ASM77053v1,bpso,http://www.ncbi.nlm.nih.gov/pubmed/25676747
841,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000012365.1_ASM1236v1,bte,http://www.ncbi.nlm.nih.gov/pubmed/16336651
842,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000567925.1_ASM56792v1,btq,http://www.ncbi.nlm.nih.gov/pubmed/25931592
843,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000567945.1_ASM56794v1,btj,http://www.ncbi.nlm.nih.gov/pubmed/25931592
844,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000567905.1_ASM56790v1,btz,http://www.ncbi.nlm.nih.gov/pubmed/25931592
845,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000385525.1_ASM38552v1,btd,http://www.ncbi.nlm.nih.gov/pubmed/25931592
846,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000764595.1_ASM76459v1,btv,
847,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000765375.1_ASM76537v1,bthe,http://www.ncbi.nlm.nih.gov/pubmed/25931592
848,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000706745.1_ASM70674v1,bthm,http://www.ncbi.nlm.nih.gov/pubmed/25931592
849,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000808035.2_ASM80803v2,btha,http://www.ncbi.nlm.nih.gov/pubmed/25414490
850,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000959425.1_ASM95942v1,bthl,
851,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000755985.1_ASM75598v1,bok,http://www.ncbi.nlm.nih.gov/pubmed/25414490
852,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000959365.1_ASM95936v1,boc,
853,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000770565.1_ASM77056v1,but,http://www.ncbi.nlm.nih.gov/pubmed/25676747
854,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000016205.1_ASM1620v1,bvi,
855,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000959445.1_ASM95944v1,bve,http://www.ncbi.nlm.nih.gov/pubmed/25931592
856,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000012945.1_ASM1294v1,bur,
857,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000014085.1_ASM1408v1,bcn,
858,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000203955.1_ASM20395v1,bch,
859,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000019505.1_ASM1950v1,bcm,
860,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000009485.1_ASM948v1,bcj,http://www.ncbi.nlm.nih.gov/pubmed/18931103
861,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000755725.1_ASM75572v1,bcen,http://www.ncbi.nlm.nih.gov/pubmed/25414490
862,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000764955.1_ASM76495v1,bcew,http://www.ncbi.nlm.nih.gov/pubmed/25414490
863,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000236215.4_ASM23621v4,bceo,http://www.ncbi.nlm.nih.gov/pubmed/24723723
864,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000203915.1_ASM20391v1,bam,
865,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000019925.1_ASM1992v1,bac,
866,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018505.1_ASM1850v1,bmu,
868,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000756005.1_ASM75600v1,bmk,http://www.ncbi.nlm.nih.gov/pubmed/25414490
869,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000959525.1_ASM95952v1,bmul,
870,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000292915.1_ASM29291v1,bct,http://www.ncbi.nlm.nih.gov/pubmed/23105060
871,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000755805.1_ASM75580v1,bced,http://www.ncbi.nlm.nih.gov/pubmed/25414490
872,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000959505.1_ASM95950v1,bdl,http://www.ncbi.nlm.nih.gov/pubmed/25931592
873,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001028665.1_ASM102866v1,bpyr,
874,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001029145.1_ASM102914v1,bcon,
875,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000013645.1_ASM1364v1,bxe,http://www.ncbi.nlm.nih.gov/pubmed/17030797
876,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000756045.1_ASM75604v1,bxb,http://www.ncbi.nlm.nih.gov/pubmed/25414490
877,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000020045.1_ASM2004v1,bph,
878,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000020125.1_ASM2012v1,bpy,http://www.ncbi.nlm.nih.gov/pubmed/21551308
879,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022645.2_ASM2264v1,bgl,http://www.ncbi.nlm.nih.gov/pubmed/19329631
880,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000835205.1_ASM83520v1,bgp,http://www.ncbi.nlm.nih.gov/pubmed/25848987
881,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000960995.1_ASM96099v1,bgu,http://www.ncbi.nlm.nih.gov/pubmed/25931592
882,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000176935.2_ASM17693v2,bug,
883,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000092885.1_ASM9288v1,bge,http://www.ncbi.nlm.nih.gov/pubmed/23209196
884,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000148685.1_ASM14868v1,bgf,
886,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000194745.1_ASM19474v1,bgd,http://www.ncbi.nlm.nih.gov/pubmed/21478339
887,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000959725.1_ASM95972v1,bgo,http://www.ncbi.nlm.nih.gov/pubmed/25931592
888,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000236065.1_ASM23606v1,byi,http://www.ncbi.nlm.nih.gov/pubmed/22275096
889,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000262695.1_ASM26269v1,buk,http://www.ncbi.nlm.nih.gov/pubmed/22843575
890,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000300095.1_ASM30009v1,bpx,http://www.ncbi.nlm.nih.gov/pubmed/23144415
891,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000402035.1_ASM40203v1,buo,http://www.ncbi.nlm.nih.gov/pubmed/23833137
892,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000828875.1_ASM82887v1,bue,http://www.ncbi.nlm.nih.gov/pubmed/24948758
893,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000959325.1_ASM95932v1,bul,http://www.ncbi.nlm.nih.gov/pubmed/25931592
894,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000959245.1_ASM95924v1,bub,http://www.ncbi.nlm.nih.gov/pubmed/25931592
895,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000961515.1_ASM96151v1,bfn,http://www.ncbi.nlm.nih.gov/pubmed/25931592
913,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000195675.1_ASM19567v1,bbr,http://www.ncbi.nlm.nih.gov/pubmed/12910271
914,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000317955.1_ASM31795v1,bbm,http://www.ncbi.nlm.nih.gov/pubmed/23051057
915,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000318015.1_ASM31801v1,bbh,http://www.ncbi.nlm.nih.gov/pubmed/23051057
916,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000829175.1_ASM82917v1,bbx,http://www.ncbi.nlm.nih.gov/pubmed/24831150
917,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000067205.1_ASM6720v1,bpt,http://www.ncbi.nlm.nih.gov/pubmed/18826580
922,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000967095.1_A.x.NH44784-1996,axo,http://www.ncbi.nlm.nih.gov/pubmed/23894309
923,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000508285.1_ASM50828v1,axn,
924,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000758265.1_ASM75826v1,axs,
925,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000276685.1_ASM27668v1,tea,http://www.ncbi.nlm.nih.gov/pubmed/22541164
926,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000367245.1_ASM36724v1,teg,http://www.ncbi.nlm.nih.gov/pubmed/22541164
927,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000226625.1_ASM22662v1,tas,http://www.ncbi.nlm.nih.gov/pubmed/22235352
928,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000367225.1_ASM36722v1,tat,http://www.ncbi.nlm.nih.gov/pubmed/22541164
929,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000521505.1_ASM52150v1,amim,http://www.ncbi.nlm.nih.gov/pubmed/24739217
933,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000176855.2_ASM17685v2,aaa,
935,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000214395.1_ASM21439v1,del,
936,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000184745.1_ASM18474v1,vpe,http://www.ncbi.nlm.nih.gov/pubmed/24158554
937,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000463015.1_ASM46301v1,vpd,http://www.ncbi.nlm.nih.gov/pubmed/24245581
943,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000786695.1_ASM78669v1,care,
949,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000349945.1_ASM34994v1,aza,http://www.ncbi.nlm.nih.gov/pubmed/22328754
950,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001190925.1_ASM119092v1,azi,
1090,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000092245.1_ASM9224v1,ant,http://www.ncbi.nlm.nih.gov/pubmed/21304714
1091,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000284235.1_ASM28423v1,arc,http://www.ncbi.nlm.nih.gov/pubmed/22038970
1126,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000219105.1_ASM21910v1,mfu,http://www.ncbi.nlm.nih.gov/pubmed/21868801
1127,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000331735.1_ASM33173v1,msd,http://www.ncbi.nlm.nih.gov/pubmed/23516218
1129,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000418325.1_ASM41832v1,scu,http://www.ncbi.nlm.nih.gov/pubmed/23812535
1205,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000185905.1_ASM18590v1,mci,
1218,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000265205.2_ASM26520v2,sfd,http://www.ncbi.nlm.nih.gov/pubmed/22843606
1223,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000020265.1_ASM2026v1,rec,
1225,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000698845.1_ASM69884v1,rei,
1226,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000816125.1_ASM81612v1,rep,
1235,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000816845.1_ASM81684v1,rga,
1329,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000015985.1_ASM1598v1,rsh,
1331,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000021005.1_ASM2100v1,rsk,http://www.ncbi.nlm.nih.gov/pubmed/19028901
1366,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000202835.1_ASM20283v1,amv,
1380,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000283655.1_ASM28365v1,ali,http://www.ncbi.nlm.nih.gov/pubmed/22216014
